Perfil,Estado,Edad,Genero,ScoreCrediticio,PorcentajeFinanciacion,Plazo,IngresoEstimado,Gastos,CapacidadDePago,ValorCuotaMensual,M3_30AC
0,0,66,1,676,0.6207,48,1160000.0,778799.54,0.665740697,572596,1
1,1,36,1,789,0.644,84,2918240.0,3816420.16,-0.578294708,1553153,0
1,1,29,1,765,0.6699,72,2784126.0,1844258.75,0.68201508,1378074,0
0,1,54,1,665,0.3676,72,1399079.0,841360.99,0.504490709,1105507,0
0,1,64,0,760,0.4971,60,2887440.0,967578.04,1.205201547,1592980,0
0,1,25,1,743,1.0,72,3420448.0,1226227.64,1.304412657,1682152,0
0,0,69,1,817,0.4,60,4529615.0,993458.78,1.613683311,2191357,0
0,0,30,1,746,0.2111,48,4759899.0,1284913.55,5.968365726,582234,0
1,1,57,1,872,0.3127,36,8039412.0,1532626.12,6.981080488,932060,0
0,1,53,1,828,1.0,60,23492772.0,2090409.56,7.053180861,3034427,0
1,0,43,0,736,0.7275,60,5378401.0,3469733.27,1.718840328,1110439,0
1,1,38,1,590,1.0167,60,0.0,2070846.16,-1.172973587,1765467,0
0,1,52,0,764,0.9207,72,1748747.0,741518.43,0.646227274,1558629,0
1,1,32,1,691,0.1291,24,8885907.0,916408.4,19.18784469,415341,0
0,1,41,1,705,1.0,84,10671936.0,1848274.26,4.834342758,1825204,0
1,1,44,1,726,1.0361,60,4265718.0,2465431.69,0.915592869,1966252,0
1,0,74,1,746,0.4406,72,2525200.0,1890119.28,0.759490596,836193,0
0,1,41,1,816,0.4219,60,18765230.0,4439725.49,7.129706067,2009270,0
1,0,45,0,760,1.0,72,3207661.0,1468130.74,1.327766094,1310118,0
0,0,42,1,673,0.671,84,3922251.0,2074801.01,1.607757468,1149085,0
1,0,61,1,633,0.2979,60,1950520.0,1363966.87,1.529521471,383488,0
1,1,46,1,729,0.8125,60,3514703.0,612382.91,1.172265248,2475822,0
1,0,36,0,738,0.7656,72,0.0,1991629.62,-1.91393349,1040595,0
1,1,45,0,848,0.8938,72,1873267.0,699781.05,0.872615856,1344791,0
1,0,39,0,793,1.0,72,6099660.0,1424190.3,2.499989146,1870196,0
1,1,26,1,605,0.8462,60,1180802.0,823189.47,0.226016901,1582238,0
1,1,35,0,819,0.7985,72,2895280.0,1483530.73,0.781386671,1806723,0
1,1,33,1,641,0.8463,72,11239836.0,1330634.96,5.324340565,1861113,0
1,1,51,1,830,0.98,72,1979751.0,1214004.93,0.339336952,2256595,0
0,1,37,1,804,0.6588,60,2798108.0,1279560.69,0.970601818,1564542,0
0,1,33,1,779,0.7379,36,8590981.0,4258715.17,2.105272641,2057817,0
0,0,67,1,813,1.0,72,8180499.0,1413595.7,4.907315391,1378942,0
0,0,57,0,866,1.0,84,1758677.0,531333.51,1.058058381,1159996,0
0,1,39,0,598,0.2948,48,1322838.0,634103.01,1.016988305,677230,0
1,1,24,0,652,0.9024,60,1160000.0,765247.57,0.253384275,1557920,0
1,0,61,1,720,1.0,60,1574225.0,850143.84,0.6179696,1171710,0
1,1,42,0,810,0.5472,84,2205768.0,1902535.18,0.212335423,1428084,0
1,1,32,0,734,0.7424,36,4114600.0,4482556.47,-0.123086694,2989409,0
1,1,39,0,642,0.6168,60,2817421.0,2411712.8,0.227232235,1785434,0
1,1,30,1,633,0.7848,72,11803401.0,8342179.01,1.560351494,2218232,0
0,1,30,1,818,0.6451,84,1272600.0,3386756.31,-1.255844419,1683454,0
0,1,32,0,797,0.5881,60,2660400.0,1401560.69,1.241046427,1014337,0
0,1,49,0,834,0.8651,60,3200082.0,1333154.67,0.598485593,3119419,0
0,1,51,0,772,0.8959,72,2631801.0,2297040.93,0.119062548,2811632,0
1,0,52,0,837,1.0,72,0.0,4080326.93,-2.146981144,1900495,0
1,0,56,0,833,0.2047,60,3121591.0,1388669.98,4.939672308,350817,0
1,1,41,0,630,1.0,84,1904089.0,1150685.14,0.349395939,2156304,0
1,0,56,1,717,0.1709,36,1184426.0,1498328.26,-0.831822121,377367,0
1,0,64,1,918,0.3998,84,5949563.0,1981863.19,5.479877481,724049,0
0,1,37,1,782,0.8392,60,1902200.0,2169631.48,-0.181144299,1476345,0
1,1,46,1,707,0.664,48,1160000.0,2454810.53,-1.0381448,1247235,0
1,1,63,0,701,0.8066,60,1294762.0,1107856.07,0.090200123,2072125,0
1,1,30,1,750,0.633,72,1160000.0,1376746.13,-0.117378331,1846560,0
0,0,47,1,712,1.0,60,1729902.0,1552414.67,0.110007035,1613418,0
1,1,27,0,765,1.0,60,2284973.0,1231322.22,0.595100026,1770544,0
1,0,62,1,632,0.4583,36,1249920.0,1772428.47,-0.610259517,856207,0
1,0,50,0,765,1.0,84,2354405.0,1239460.9,1.057037473,1054782,0
1,1,57,1,802,0.7386,72,4744330.0,1718443.91,2.13606384,1416571,0
1,1,44,1,757,0.9395,60,3529757.0,1223389.09,1.058611324,2178673,0
0,1,48,1,705,0.6997,72,3302026.0,3542188.81,-0.196301578,1223438,0
1,1,37,1,757,1.0,72,2260451.0,1319659.38,0.516554897,1821281,0
1,1,58,0,706,0.7215,60,6703196.0,4172591.34,1.425776305,1774896,0
0,1,36,1,729,1.0,84,9989352.0,4181101.1,2.312233088,2511966,0
1,1,65,0,784,0.7222,72,17104841.0,7444649.8,8.324679515,1160428,0
1,0,46,1,773,0.488,48,3674934.0,2563118.74,2.306072616,482125,0
1,1,69,1,814,0.1923,60,1383843.0,623263.07,1.416284028,537025,0
1,1,50,0,778,0.7,72,7934553.0,2063738.33,2.319421241,2531155,0
1,0,30,1,659,0.9379,48,0.0,1577690.7,-1.531658243,1030054,0
1,1,34,1,645,0.6,60,7413857.0,4544985.78,1.119002292,2563776,0
0,1,63,1,733,0.1986,84,1460330.0,803303.24,1.440172288,456214,0
0,1,49,0,847,1.0,60,4487333.0,1013093.48,2.166042805,1603957,0
1,1,29,1,653,1.0134,84,4319579.0,1198112.33,1.651747077,1889797,0
1,1,63,1,876,0.8197,60,2184268.0,713290.81,0.574995325,2558242,0
1,0,39,0,948,1.0232,84,5379600.0,1832935.2,2.550395971,1390633,0
0,1,31,0,787,1.0247,72,2935021.0,1198022.59,0.965839934,1798433,0
0,1,58,1,846,0.5906,48,7807865.0,849658.19,5.515959826,1261468,0
0,1,27,1,737,0.4086,48,8164200.0,3782088.81,4.029008854,1087640,0
0,0,60,1,782,0.4652,48,3884822.0,1835701.01,3.22078437,636218,0
0,1,65,1,813,0.6352,72,6526609.0,1628778.62,3.579006028,1368489,0
1,0,29,0,819,0.2639,60,2552799.0,1578326.0,1.844817141,528222,0
1,1,50,1,912,0.8333,60,7385995.0,3327101.01,2.31432409,1753814,0
0,1,50,0,630,0.6367,72,1160000.0,1423453.79,-0.190848108,1380437,0
1,1,51,1,773,1.0,72,2070463.0,1301580.36,0.460828755,1668478,0
1,1,33,1,828,1.0336,84,1590577.0,1520570.08,0.028098144,2491514,0
1,1,34,1,759,1.0,72,2790421.0,2080798.96,0.311560366,2277639,0
1,0,56,1,847,1.0,72,2137958.0,1170832.81,0.718728357,1345606,0
1,1,56,1,833,0.8237,72,2531126.0,1516000.63,0.60017475,1691383,0
0,1,43,0,893,1.0137,72,3524507.0,2886506.26,0.294299789,2167860,0
1,1,28,1,772,1.0,60,1316713.0,1929113.66,-0.342674424,1787121,0
0,1,28,1,801,1.0135,72,8930566.0,1480613.34,2.788808258,2671375,0
1,0,48,1,675,0.8331,84,5073885.0,1831940.6,4.356462578,744169,0
0,0,55,0,736,0.9655,60,6144250.0,2733672.72,0.770433134,4426831,0
0,1,66,1,858,0.79,84,3750901.0,1618587.25,1.027742928,2074754,0
1,1,43,0,791,0.4947,72,1858320.0,558258.02,1.148740669,1131728,0
1,1,37,1,726,1.0156,72,1531000.0,824623.97,0.376796783,1874687,0
1,1,55,0,790,1.0,60,1431686.0,914074.45,0.273501272,1892538,0
1,1,38,0,793,1.0,72,2237293.0,1081570.92,0.679221622,1701539,0
1,0,27,1,741,1.0,72,3943107.0,2134738.35,1.263314245,1431448,0
0,1,53,0,880,0.9838,60,4388200.0,1593707.82,1.703339628,1640596,0
0,1,61,0,802,1.0,60,6739487.0,4016790.9,1.676962444,1623588,0
1,1,23,0,761,0.5314,84,0.0,2785375.96,-2.041076869,1364660,0
1,1,43,0,804,0.7903,84,6067111.0,2833986.41,2.172870336,1487951,0
1,0,63,0,883,0.5185,72,3965086.0,1452028.35,2.812294189,893597,0
0,1,55,0,880,0.2531,12,8706613.0,1335130.42,5.897186064,1250000,0
1,0,25,1,841,0.9675,84,1586288.0,874701.51,0.768430357,926026,0
1,1,33,0,594,0.6761,72,3162000.0,1427285.18,1.669057583,1039338,0
1,1,53,1,728,1.0327,72,5223122.0,2541482.52,1.145059263,2341922,0
1,0,41,1,797,1.0,84,1701991.0,1196195.07,0.369271198,1369714,0
1,1,62,0,853,1.0,72,8062635.0,796401.32,3.531331506,2057647,0
0,1,53,1,768,0.5815,48,10762333.0,4357015.84,4.900377062,1307107,0
0,1,55,1,730,0.8756,60,2907353.0,1180336.14,1.071285946,1612097,0
1,0,41,1,678,0.9268,72,1313600.0,872212.54,0.367019111,1202628,0
0,1,44,0,750,0.6207,60,2259600.0,1010615.99,0.893039785,1398576,0
0,1,40,1,796,0.8974,84,0.0,20796186.42,-4.560678214,4559889,0
1,1,30,1,619,0.6459,72,1783844.0,1060282.37,0.604386318,1197184,0
0,1,50,0,728,1.0332,60,2823532.0,1247109.47,0.587712762,2682301,0
1,0,39,0,695,1.0,60,1176202.0,769434.61,0.343079776,1185635,0
1,1,54,0,686,0.7376,60,1297403.0,1347301.97,-0.034953023,1427601,0
0,0,25,0,729,1.0,72,1803323.0,787048.98,0.630111858,1612847,0
1,1,43,1,724,0.8599,60,1504722.0,791238.38,0.487023193,1464989,0
1,1,39,1,744,1.0,60,28218400.0,16701076.47,3.451525671,3336879,0
0,0,66,1,625,0.7701,60,14385154.0,5893920.84,9.050248936,938232,0
1,1,49,1,813,1.0,60,5347323.0,2172896.2,2.003408492,1584513,0
0,0,55,1,886,0.1563,36,5498569.0,1346841.12,11.1470146,372452,0
0,1,26,1,846,1.0209,60,1787147.0,1389560.69,0.147296905,2699217,0
1,0,40,1,778,1.0,84,1338893.0,614374.34,0.572408081,1265738,0
1,0,40,0,793,0.6581,84,1276800.0,1213103.32,0.09925157,641770,0
0,1,27,1,793,0.9946,72,1160000.0,1264379.79,-0.042644168,2447692,0
1,1,38,1,628,1.0,60,0.0,1202732.72,-0.62865206,1913193,0
0,1,46,1,796,1.012,72,1349623.0,937728.89,0.186851148,2204397,0
0,1,49,0,793,1.0,72,1706595.0,1647837.73,0.032514388,1807116,0
1,0,29,0,612,0.4762,60,1459326.0,1014484.38,0.803996029,553288,0
0,1,63,1,862,0.2968,36,10004210.0,2532055.72,5.263566881,1419599,0
0,1,32,1,825,1.0,48,33451800.0,4773833.45,7.972018829,3597328,0
1,0,64,0,810,0.6939,84,4669554.0,589099.03,4.954630083,823564,0
1,0,40,1,817,1.0,60,1878948.0,1174905.43,0.582639686,1208367,0
1,0,22,1,670,0.7394,48,3030674.0,1185249.98,2.209993366,835036,0
0,1,55,0,880,0.2531,12,8706613.0,2685130.42,4.817186064,1250000,0
0,0,55,1,788,0.5,36,4231611.0,1316155.84,2.509176783,1161917,0
1,1,66,0,628,0.7815,60,0.0,4772275.45,-1.709524262,2791581,0
0,1,37,0,766,0.6363,60,4726881.0,2101722.79,1.359160245,1931456,0
1,1,46,0,774,0.5914,60,2325891.0,805989.0,1.254838664,1211233,0
0,0,47,1,764,0.3759,12,14883286.0,2043188.64,4.53432015,2831758,0
0,0,44,0,891,0.3562,72,19437100.0,5739815.36,5.894517417,2323733,0
1,1,31,1,818,1.029,84,4367542.0,1801673.04,1.13337089,2263927,0
1,1,50,0,786,1.0,72,7406412.0,4041247.48,1.265388199,2659393,0
0,1,26,1,686,0.2447,84,0.0,608921.91,-1.52795822,398520,0
0,0,49,0,710,0.8281,48,2172800.0,1416959.82,0.670786468,1126797,0
1,1,34,1,827,0.9325,84,1806629.0,1434883.55,0.223001867,1667006,0
1,1,40,0,799,0.3797,36,4600085.0,1930508.84,2.361930047,1130252,0
1,0,33,1,798,1.0,84,2693874.0,1456592.43,0.753679868,1641654,0
1,0,24,0,739,1.0,72,1284489.0,771534.61,0.377854428,1357545,0
1,1,56,1,988,0.8316,72,5140739.0,2256820.91,1.480858989,1947463,0
1,1,29,1,632,0.6733,84,5860400.0,2999613.84,2.287441288,1250649,0
1,1,37,1,758,1.0071,84,2192800.0,1449065.38,0.456393706,1629590,1
1,0,39,1,703,1.0,60,5402901.0,2539556.66,0.928488889,3083876,0
1,1,49,1,857,1.0,72,5769890.0,3850854.96,0.830583185,2310467,0
0,1,55,1,854,1.0,72,30000000.0,4292768.59,11.51381624,2232729,0
1,1,50,0,780,0.3019,60,1556986.0,1308977.89,0.310430771,798916,0
0,1,32,1,706,0.6057,60,1181352.0,3027281.91,-0.485473612,3802328,0
1,1,40,1,736,0.6089,72,5295275.0,4647185.63,0.452941702,1430845,0
1,1,40,1,846,0.3755,60,7518752.0,4468439.08,3.079460009,990535,0
0,0,26,0,776,1.0,84,2943095.0,1944174.67,0.728008988,1372126,0
1,1,75,0,879,0.5147,36,8785346.0,2994729.06,4.455355736,1299698,0
1,1,68,0,796,0.5754,60,4914811.0,3109598.74,1.34434719,1342817,0
1,0,32,1,676,1.0,72,1160000.0,616433.44,0.373376636,1455813,0
0,1,56,0,763,0.5,12,31519080.0,10515725.34,4.247803712,4944521,0
1,0,39,1,716,0.8131,84,1160000.0,728031.24,0.334001973,1293312,0
1,1,30,0,665,0.9745,60,2571097.0,2314994.2,0.11130457,2300919,0
1,1,71,1,654,0.7049,60,2625077.0,1279480.61,1.109406974,1212897,0
0,0,38,1,736,1.0,72,5010800.0,2902162.29,1.067051446,1976135,0
1,1,51,0,860,1.0,72,1930591.0,821089.79,0.638095441,1738770,0
1,1,60,1,772,0.8164,84,4924168.0,2079337.61,2.049518741,1388048,0
0,1,62,1,788,0.6351,60,2353199.0,1198017.64,1.065891619,1083770,0
1,0,28,1,676,0.9167,84,1370195.0,1205969.73,0.163758885,1002848,0
0,0,52,0,779,1.0,60,3398364.0,3392160.69,0.003998163,1551540,0
0,1,32,1,762,0.6704,36,4628800.0,1031369.7,2.283270901,1575560,0
1,0,27,1,782,1.0,48,3093703.0,853254.41,2.116018253,1058804,0
0,1,41,1,776,0.8696,72,26064679.0,4726550.64,4.052746615,5265103,0
1,1,31,1,656,0.6512,72,1160000.0,992978.39,0.092263217,1810273,0
0,1,52,1,826,0.6921,60,3875899.0,2193030.31,1.325148758,1269947,0
1,0,59,1,745,0.6748,48,1561782.0,954056.92,0.818731954,742276,0
0,1,39,0,851,1.0066,72,3114023.0,1506440.93,0.625016114,2572065,1
0,0,42,0,828,1.0,84,2175273.0,1025233.51,1.221074264,941826,1
1,1,54,0,798,1.0233,84,6563540.0,1009017.0,3.230175747,1719573,0
0,1,69,0,825,0.6704,72,5096455.0,2893837.09,2.102952674,1047393,0
1,1,36,1,761,0.6006,48,3416844.0,1697762.73,1.434297248,1198553,0
0,1,23,0,845,1.0,60,3808744.0,662722.5,1.705483314,1844651,0
1,1,34,0,887,0.941,60,1246500.0,1785800.67,-0.317482017,1698681,0
1,1,38,1,611,0.668,72,4904294.0,3110998.49,1.488786552,1204535,1
0,1,68,1,787,1.0342,60,3006280.0,1506607.97,0.678846031,2209149,0
1,1,53,1,841,0.9339,72,3273804.0,969376.41,1.074349258,2144952,0
1,1,39,0,653,1.0,84,1342203.0,1291859.93,0.026045559,1932885,0
1,1,49,1,844,0.1182,60,18804435.0,1496668.09,64.13633383,269859,0
1,1,42,1,808,0.2387,48,2750858.0,1667261.86,1.876789183,577367,0
1,1,40,1,714,0.7469,72,1412955.0,628975.12,0.674679738,1162003,0
1,1,58,1,747,1.0,84,1825916.0,1490534.12,0.188578986,1778469,0
1,1,25,1,722,0.6251,60,3683282.0,967169.66,2.349779384,1155901,0
1,0,38,0,688,0.6622,72,0.0,2650372.78,-2.054528653,1290015,0
1,1,64,0,743,1.0201,72,0.0,988744.61,-0.517060323,1912242,0
0,1,65,1,761,0.3242,36,3873103.0,1254730.15,2.402606751,1089805,0
0,1,39,0,725,1.0,72,4164240.0,2075647.39,1.182566738,1766152,1
1,1,41,1,637,0.9408,84,1497499.0,1234991.06,0.135489158,1937483,0
1,1,43,0,779,0.533,60,6608957.0,1261581.02,3.403751935,1571024,0
1,1,30,1,822,0.9221,72,1831400.0,1254462.89,0.340122841,1696261,0
1,0,72,1,785,1.0,60,12847168.0,3752917.74,3.817664824,2382150,0
1,0,33,0,792,0.7436,72,2040200.0,1290182.22,0.996105691,752950,0
1,0,31,1,644,1.0,84,1160000.0,746210.31,0.360503332,1147811,0
1,1,58,1,803,1.0,72,2682684.0,646036.65,1.147437341,1774953,0
1,1,29,0,774,1.015,72,3271068.0,1686702.26,0.585461636,2706182,0
1,1,47,0,642,0.5902,84,8497800.0,2576617.68,3.322540405,1782125,0
1,1,30,0,788,0.8571,72,1731873.0,735068.9,0.61071348,1632196,0
1,0,26,1,754,0.8636,72,5865689.0,1242720.81,3.941969335,1172756,0
1,1,57,0,740,1.0,72,5005788.0,1173881.26,1.362520162,2812367,0
1,1,60,1,813,0.1828,36,2702229.0,1194051.88,2.859369155,527451,0
1,1,67,1,642,1.0,72,1160000.0,916252.43,0.133908695,1820252,0
0,1,42,0,802,1.0,84,1483990.0,1416866.29,0.041571936,1614640,0
0,0,39,1,777,1.0,84,6448078.0,709354.5,4.880979254,1175732,0
0,1,47,1,755,1.0188,72,3144957.0,1708940.47,0.532459653,2696949,0
1,0,59,1,793,1.0,60,1490217.0,1989254.18,-0.345328162,1445110,0
1,1,25,1,762,0.7206,60,1446029.0,638309.82,0.557761645,1448144,0
0,1,25,0,827,0.8631,72,14848871.0,4779149.92,4.048575031,2487226,0
1,1,54,1,811,0.6639,72,1925300.0,1311432.58,0.524720996,1169893,0
1,1,34,0,775,1.0321,84,1732795.0,1028910.41,0.437242924,1609825,0
1,1,38,0,739,0.8609,60,0.0,3861046.19,-2.347084297,1645039,0
1,1,38,0,629,0.7006,84,1712771.0,1217302.95,0.342179739,1447976,0
0,1,64,0,793,0.9072,84,1820050.0,566284.84,0.87122384,1439085,0
1,1,31,0,720,0.7364,84,1160000.0,1402034.93,-0.235470255,1027879,0
1,0,32,0,747,1.0,72,1370670.0,1063134.77,0.283092461,1086342,0
1,1,43,0,621,0.7151,60,1160000.0,1640570.02,-0.363435764,1322297,1
1,0,46,1,787,0.5037,84,1637184.0,958488.46,0.834052907,813732,0
0,0,34,1,776,0.85,84,3340155.0,4380833.45,-0.384695426,2705201,0
1,0,32,1,785,0.763,84,1445114.0,1499780.93,-0.043686886,1251335,0
1,1,54,1,726,0.2586,24,2531500.0,1300513.59,1.272807031,967143,0
1,0,56,0,622,0.3784,72,3519529.0,2384367.27,1.925494374,589543,0
0,0,41,1,792,1.0,72,1000000.0,1388658.23,-0.23102666,1682309,0
0,1,41,0,754,0.875,84,4136147.0,1308773.25,1.385350229,2040909,0
0,1,34,1,699,0.8,48,7370226.0,3724394.23,1.580514714,2306737,0
0,0,54,1,806,0.9358,60,1438995.0,955950.77,0.32348517,1493250,0
1,0,51,1,813,0.2061,36,5722950.0,2805466.63,11.87358928,245712,0
0,1,59,1,776,0.9901,72,1850101.0,2012236.8,-0.028772102,5635174,0
1,1,35,1,705,0.8772,60,2532100.0,2221163.52,0.179888562,1728495,1
1,1,32,1,858,1.0,72,3009681.0,1307074.82,0.624389834,2726832,0
1,1,44,1,769,0.6973,84,6926904.0,3070781.97,2.63249764,1464815,0
1,1,55,1,636,0.6646,84,2217840.0,1407246.46,0.612129982,1324218,0
1,1,57,1,816,0.648,84,0.0,3632318.55,-2.050161651,1771723,0
1,1,56,1,757,1.0,72,1985952.0,1309101.84,0.281675261,2402945,0
1,0,30,1,811,1.0,84,1828584.0,1614905.6,0.159442217,1340162,0
1,1,34,1,766,1.0339,72,1344741.0,1055788.33,0.11972489,2413472,0
0,1,38,1,760,0.5822,72,15309600.0,4405188.34,6.664054066,1636303,0
0,0,46,1,724,0.5357,60,1360250.0,1351513.55,0.009404003,929014,0
0,1,51,0,759,0.5391,84,2002446.0,1780360.69,0.259671758,855254,0
0,1,67,0,665,1.0,84,21855660.0,9916825.77,6.501188314,1836408,0
1,1,27,0,811,1.0,60,2983322.0,2564440.02,0.251151624,1667845,0
1,1,47,0,863,0.1,60,13646769.0,1053456.96,44.70231276,281715,0
1,0,52,1,690,0.5,60,5561062.0,2137207.94,6.203780517,551898,0
0,1,40,0,635,0.639,72,2264280.0,2444585.84,-0.097001988,1858785,0
1,1,36,0,632,0.78,84,5637000.0,1830693.79,1.807680461,2105630,0
0,0,38,0,798,0.8333,60,6068281.0,1058321.9,3.432960181,1459370,0
0,0,58,1,896,0.8462,48,1887003.0,1980756.55,-0.100842473,929703,0
0,1,62,0,889,0.6275,60,8706400.0,3180271.13,2.509320674,2202241,0
0,1,55,0,707,0.5156,72,4335800.0,2983760.69,1.236720107,1093246,0
1,0,29,1,632,0.7,48,2732345.0,1655572.7,0.815816937,1319870,0
1,0,40,1,615,0.8889,72,3518185.0,2483744.63,0.510713945,2025479,1
1,0,37,0,737,1.0,60,0.0,2958724.72,-1.925312127,1536751,0
0,1,54,1,658,0.5762,60,34800000.0,12179552.71,16.35345855,1383221,0
1,1,36,0,687,0.9,60,1412640.0,920879.9,0.305185345,1611349,0
1,1,34,0,732,1.0,60,1274806.0,745554.38,0.247613639,2137409,0
1,1,34,1,746,1.0,60,2975665.0,2347552.66,0.346278224,1813895,0
1,1,70,0,876,0.4207,84,0.0,6572078.34,-9.196476974,714630,0
0,0,35,1,702,1.0,48,1160000.0,595559.98,0.351396222,1606278,0
1,0,29,0,705,1.0,72,3429106.0,840352.34,1.910189429,1355234,0
1,1,53,0,866,0.25,60,1953198.0,1205527.55,1.361383488,549199,0
0,0,31,1,806,0.8,60,1160000.0,1345760.69,-0.219470477,846404,0
1,1,37,0,660,0.8569,84,1348045.0,1312131.61,0.022933111,1566006,0
1,0,30,1,780,1.0,60,1160000.0,1510642.73,-0.260046062,1348387,0
0,1,27,1,698,0.4997,48,5442200.0,795833.45,2.411913972,1926423,0
1,1,36,0,667,0.75,60,6602278.0,2738682.38,1.828440632,2113055,0
0,0,35,0,819,0.9524,60,5444445.0,4219957.09,0.533410892,2295581,0
0,0,34,0,661,0.6491,48,2090483.0,2446359.22,-0.604716424,588501,0
0,0,71,0,720,1.0,72,5256000.0,1372869.43,1.689587768,2298271,0
1,1,42,1,819,1.0,72,1602620.0,758696.24,0.352203709,2396124,1
1,1,39,0,802,0.95,84,2920086.0,1783373.73,0.38758377,2932817,0
1,0,23,0,663,0.8889,72,1160000.0,815170.81,0.28004089,1231353,0
0,1,51,0,917,0.5731,72,17591148.0,13401703.9,1.255927581,3335737,0
0,1,53,1,638,0.677,72,1339001.0,3936546.28,-1.685500651,1541112,1
1,0,31,1,700,0.8605,84,1338139.0,748812.3,0.519878245,1133586,0
1,1,72,0,760,0.8038,72,1610218.0,1698939.82,-0.045807653,1936834,0
1,1,22,0,772,1.0,84,1160000.0,1123958.36,0.022269962,1618397,0
0,1,60,0,765,0.8341,60,3291719.0,2324669.28,0.649262397,1489459,0
0,1,40,1,735,1.0,60,8916469.0,1712534.3,2.224864257,3237921,0
0,0,31,1,780,0.8347,84,1827437.0,1678577.74,0.058338226,2551659,0
1,1,59,1,839,0.1,12,0.0,3250417.94,-3.252248956,999437,0
1,1,25,0,780,1.0,72,2009509.0,875194.61,0.588814682,1926437,1
1,1,48,0,850,0.95,84,2030859.0,1339235.42,0.471611909,1466510,0
1,1,41,0,814,0.9396,72,1623362.0,939610.41,0.415249814,1646603,0
0,1,39,0,629,0.8,60,2963400.0,1527353.25,1.042083075,1378054,0
0,0,44,1,751,0.4221,84,1160000.0,583559.98,0.611886611,942070,0
0,1,28,1,743,0.6355,72,1377889.0,1438681.68,-0.044894471,1354124,0
1,1,31,1,687,0.8184,84,13347178.0,5568885.42,4.167202904,1866550,0
1,1,49,1,837,1.0311,60,2915652.0,1274040.93,0.894211831,1835819,0
0,1,49,0,766,0.6347,72,1412978.0,640199.28,0.453538715,1703887,0
0,1,27,0,823,0.635,36,4873166.0,1486109.73,1.307074552,2591326,0
1,1,65,1,747,1.0,60,21912829.0,5288995.48,8.465941873,1963613,0
1,1,33,0,646,0.5458,60,5809200.0,4065552.82,1.74026237,1001945,0
0,1,61,0,787,0.5177,48,8372744.0,4091660.61,4.240346382,1009607,0
1,0,42,1,733,0.7822,48,1227957.0,2151650.01,-0.803266494,1149921,0
0,0,58,1,840,0.3332,36,3235586.0,2689086.31,0.61954743,882095,0
1,0,30,1,741,0.9515,72,1876800.0,2059708.92,-0.118299749,1546148,0
0,1,58,1,715,1.0,60,5483583.0,3042002.13,1.077692772,2265563,0
1,1,55,1,728,1.0046,72,3181354.0,1386243.2,1.036310063,1732214,1
0,0,66,0,619,0.604,60,0.0,2068353.82,-2.345931469,881677,0
0,1,44,0,863,0.4767,84,2553201.0,641541.56,1.89535935,1008600,0
1,1,47,0,783,0.9336,72,1725426.0,736874.9,0.667452872,1481080,0
0,0,32,0,827,1.0,60,4011156.0,2318245.96,0.906155246,1868234,1
0,1,68,1,820,0.5912,48,6249377.0,4147462.57,1.426332189,1473650,0
0,1,52,1,829,0.9387,60,11112000.0,5047391.77,1.449371886,4184301,0
0,1,31,0,856,0.5008,72,7968528.0,1250100.98,8.403222765,799506,0
0,1,62,0,762,0.5985,84,2293121.0,840368.85,1.200304176,1210320,0
1,0,35,0,835,0.2251,60,15146107.0,2814684.51,30.01222374,410880,0
1,0,32,0,621,1.0351,72,1160000.0,681271.02,0.280863472,1704490,0
0,1,45,1,744,0.5986,48,3466026.0,1356624.73,1.195159347,1764954,0
0,1,66,0,815,0.4444,72,1701344.0,1668572.37,0.035455467,924304,0
1,1,26,0,603,0.7701,60,1178433.0,860290.21,0.168327737,1890020,0
0,0,40,1,736,0.7652,72,1160000.0,1251249.4,-0.087108522,1047537,0
1,1,42,1,766,0.8182,72,3259203.0,1890381.18,0.571427661,2395442,0
1,1,48,1,733,0.629,84,6723830.0,3488835.53,1.344626191,2405869,0
1,1,69,0,758,1.0,72,1566061.0,465122.68,0.455094354,2419143,0
0,1,54,1,769,0.5,36,32392800.0,7950717.42,12.15877015,2010243,0
1,1,68,0,744,0.7284,84,0.0,2139757.04,-1.067728116,2004028,0
1,1,35,0,664,0.8405,60,1160000.0,937797.57,0.150235547,1479027,0
1,1,42,1,729,0.679,12,29834824.0,8256130.04,5.394847474,3999871,0
1,1,50,1,773,0.8394,84,2824916.0,1421455.42,1.05524542,1329985,0
0,1,67,0,857,0.4828,12,12502754.0,4299456.42,3.335705712,2459239,0
0,1,40,0,795,0.4836,84,19113753.0,1901785.19,7.8953184,2180022,0
0,1,33,0,662,0.5177,60,1373767.0,703079.36,0.752909921,890794,0
0,1,51,0,823,0.8851,60,1647023.0,743337.92,0.421769923,2142602,0
1,0,41,1,774,0.9106,84,7035011.0,3104616.75,1.90720475,2060814,0
1,1,60,1,759,1.0075,60,3080574.0,648745.68,1.340710141,1813836,0
0,1,70,0,813,0.7199,60,3772769.0,1640978.69,1.687667188,1263158,0
0,0,56,0,760,1.0,84,2439200.0,1153867.54,0.833068652,1542889,0
1,1,59,0,836,1.0,72,8004849.0,726908.48,3.293398858,2209857,0
1,1,60,0,874,0.2421,36,10173712.0,4758430.36,4.730478631,1144764,0
1,1,37,0,733,0.8594,60,1407748.0,1749202.25,-0.198919255,1716547,0
0,1,60,0,746,0.82,72,1814050.0,819465.82,0.628655663,1582081,0
