Perfil,Estado,Edad,Genero,ScoreCrediticio,PorcentajeFinanciacion,Plazo,IngresoEstimado,Gastos,CapacidadDePago,ValorCuotaMensual,M3_30AC
1,1,35,1,788,1.0155,60,1423568.0,1337723.94,0.040845992,2101652,0
1,0,22,0,679,1.0,48,1160000.0,820470.21,0.311904129,1088571,1
0,1,59,1,771,0.5,72,1496691.0,867096.8,0.274067396,2297224,0
0,1,29,0,696,0.6482,60,1160000.0,1530961.16,-0.237850504,1559640,0
1,1,26,1,791,0.8558,60,1672800.0,900331.05,0.572280134,1349809,0
1,0,44,1,753,1.0,48,3138566.0,1623266.5,1.832951897,826699,0
1,1,34,1,842,0.6935,60,2465296.0,1400894.74,0.772911011,1377133,0
0,1,64,0,812,0.6319,72,7398705.0,4527343.01,2.02711229,1416479,0
0,1,51,0,886,0.6315,60,3892173.0,1606338.7,1.637861783,1395621,0
0,1,21,1,710,0.363,60,1389081.0,847521.13,0.865371501,625812,0
0,0,42,0,790,1.0074,72,2815500.0,2396621.13,0.227738818,1839295,0
1,1,30,0,706,1.0,60,1160000.0,1028263.01,0.075486018,1745184,0
0,0,47,1,740,0.6289,72,6039079.0,2694146.05,3.825928707,874280,0
0,0,47,0,802,0.7531,60,2785200.0,687560.69,1.175337049,1784713,0
0,1,59,1,723,0.8493,60,1214903.0,565036.17,0.428270054,1517423,0
1,1,37,0,735,1.0117,60,1694200.0,2644885.53,-0.441030176,2155602,1
1,1,37,0,734,0.8441,60,7894449.0,4725428.81,1.54328885,2053420,0
1,1,61,1,827,1.0172,60,1726506.0,1584193.2,0.06735183,2112976,0
1,0,27,1,662,0.7895,72,1243244.0,968620.95,0.32314905,849834,0
0,1,51,0,874,0.6356,60,3451103.0,1779587.99,0.599761536,2786966,0
1,0,43,1,632,0.9679,72,12598305.0,6951837.82,1.376630421,4101658,0
1,1,67,1,667,0.1,12,0.0,991241.5,-0.945724715,1048129,0
1,1,29,0,799,0.8129,60,1427734.0,1065913.11,0.290128773,1247104,0
1,0,34,0,787,1.0,72,4242700.0,2911224.49,0.844377138,1576873,0
1,1,34,1,681,1.0,60,1560179.0,2115734.62,-0.236219983,2351857,0
1,0,29,1,683,0.5588,48,1389689.0,761861.73,0.973508432,644912,0
0,1,29,1,722,0.85,60,2879200.0,2391435.34,0.231390264,2107974,0
0,1,51,0,733,0.6519,60,3166690.0,1469152.67,0.817230514,2077183,0
0,0,24,0,813,0.587,72,1160000.0,1449413.09,-0.398288836,726641,0
1,1,23,0,628,1.0,60,2080246.0,1178205.7,0.506611945,1780535,0
0,1,27,1,724,1.0,60,1522704.0,971555.17,0.32329161,1704804,0
1,1,27,0,766,0.4615,60,5366202.0,1990489.39,4.109280888,821485,0
0,1,53,0,905,1.0177,60,2308385.0,836141.49,0.517327067,2845866,0
1,0,54,1,724,0.9836,48,1297897.0,783237.82,0.497444131,1034607,0
1,0,54,1,919,0.24,48,8950834.0,4909324.03,10.5873245,381731,0
0,1,32,0,793,0.5399,60,1926533.0,1546661.16,0.395939047,959420,0
0,1,56,1,956,0.4764,72,4838094.0,1276961.72,2.378529694,1497199,0
0,0,31,0,787,0.659,72,1395278.0,6461064.17,-0.790074118,6411786,0
0,1,33,0,794,1.0,60,29769557.0,2584261.69,15.84928465,1715238,0
1,1,41,0,885,0.8167,60,30506392.0,2477283.2,11.98036099,2339588,0
1,0,29,0,739,0.9697,72,1615977.0,1244225.97,0.358971293,1035601,0
1,1,56,0,732,0.9984,60,6595179.0,3792712.71,1.919405433,1460070,0
1,1,54,1,878,0.4872,48,14952422.0,4777033.07,3.92881716,2589937,0
1,1,45,1,709,1.0024,60,1668235.0,1429824.0,0.137206278,1737610,0
1,1,43,1,717,1.0,60,5906766.0,2535460.98,1.900892465,1773538,0
0,0,52,0,805,0.8478,60,1267531.0,967764.33,0.249370822,1202092,0
0,1,59,0,775,1.0043,60,1681118.0,1851978.62,-0.094053512,1816632,0
1,1,43,0,603,0.6397,60,0.0,1043420.38,-0.559525437,1864831,0
0,0,26,0,739,0.6868,60,1258000.0,1252079.08,0.005921524,999898,0
1,0,55,1,780,0.7778,72,2397133.0,1080184.78,1.357011264,970477,0
0,1,45,1,787,0.5159,60,4437600.0,1110844.26,2.023267607,1644249,0
1,1,31,1,730,0.8651,60,11472348.0,3126203.94,4.559097668,1830657,0
1,1,28,1,766,1.0,60,2769036.0,849830.44,0.810328859,2368428,0
0,1,41,0,822,0.9,60,11267873.0,3988285.66,3.824718825,1903300,0
1,1,28,0,861,0.7161,60,9195147.0,3183437.29,5.354183813,1122806,0
0,1,51,1,848,1.0,60,22729601.0,6366745.29,7.198384126,2273129,0
0,1,28,1,796,1.0,60,2308400.0,1384056.29,0.373592208,2474205,1
1,1,44,1,784,1.0,60,1945214.0,1400713.27,0.193929854,2807720,0
0,1,45,0,901,0.7537,48,2597255.0,1033281.54,1.225756577,1275925,0
1,1,40,0,599,0.3279,36,3142015.0,3503418.83,-0.30058347,1202341,0
1,1,34,0,665,1.0,60,18323888.0,2830177.62,5.706528665,2715085,0
1,0,39,1,772,0.9112,48,5889532.0,4605778.72,0.955035006,1344195,0
1,0,52,0,805,0.6774,48,1757692.0,927514.81,1.253021991,662540,1
0,1,39,1,846,0.8549,60,2009203.0,780266.53,0.522342216,2352742,0
1,1,39,0,634,1.0,60,2058303.0,1669886.76,0.190516295,2038756,1
1,1,28,1,770,1.0,60,3012543.0,1762972.27,0.717701927,1741072,0
1,1,32,0,816,1.0,60,4087114.0,2425081.23,0.579284932,2869111,0
0,1,38,0,624,0.5,72,3119200.0,1255439.1,0.80873656,2304534,0
0,1,56,1,869,0.4615,60,9630067.0,4545360.03,3.301972187,1539900,0
1,1,45,1,736,1.0,60,2766821.0,2043595.3,0.308501271,2344320,1
1,1,56,0,864,0.4629,60,3156503.0,2151786.56,0.924433121,1086846,0
0,1,71,1,787,1.0,60,1654931.0,1673946.41,-0.009318867,2040528,0
0,1,41,0,773,0.9852,60,1501403.0,1187352.93,0.161996129,1938627,0
1,1,49,0,876,1.0,60,6001800.0,3192959.58,0.564295224,4977608,0
1,1,57,1,926,0.2771,24,3850724.0,1568741.95,2.277772726,1001848,0
1,0,63,0,757,0.72,60,1791392.0,800539.21,0.782068622,1266964,0
0,0,46,0,777,1.0,84,8253632.0,804421.33,5.598616108,1330545,0
1,1,49,0,809,0.8939,60,2830321.0,1499590.55,0.591163558,2251036,0
0,1,56,1,845,1.0096,72,4665860.0,2983187.95,0.539179886,3120799,1
0,1,38,1,825,1.0,60,4129949.0,712060.69,1.416812329,2412379,0
0,0,33,1,747,0.8762,60,3950400.0,2205878.68,1.136223576,1535368,0
0,0,48,1,797,0.6623,60,2148432.0,1755571.12,0.171924344,2285080,0
1,1,50,1,961,0.8894,60,5838428.0,1976134.13,1.597434154,2417811,0
0,1,38,0,706,0.6667,48,2082700.0,2945656.31,-0.345464976,2497956,0
1,1,69,1,904,0.3854,72,0.0,2121607.83,-1.739758644,1219484,0
0,0,41,1,865,0.4782,48,11610267.0,2711638.66,6.031430862,1475376,0
0,1,63,1,888,0.5,72,9549656.0,2849435.95,4.818218921,1390601,0
1,0,38,0,598,0.5455,48,1160000.0,768605.97,0.684952224,571418,0
0,1,62,1,849,1.0083,60,1877390.0,789016.73,0.374652333,2905022,0
0,1,59,1,769,0.7575,60,11686953.0,4944820.7,2.837596575,2376001,0
1,1,29,1,803,0.9169,60,2106600.0,1756867.46,0.225153811,1553305,0
1,1,39,1,725,0.6055,60,8757686.0,3762751.72,2.697083699,1851976,0
0,1,36,0,812,0.9224,60,8198072.0,5050551.12,1.244559022,2529025,0
0,1,59,0,790,1.0,60,1872480.0,836436.42,0.336335744,3080385,0
1,1,36,1,664,0.481,60,2419528.0,1629337.02,0.578500348,1365930,0
1,1,51,1,665,1.0,60,5719610.0,2857270.5,1.400423453,2043910,0
1,1,28,0,686,1.0,60,5437330.0,3617232.02,1.04475877,1742123,1
1,1,37,0,753,1.0,60,1988800.0,2581525.35,-0.332891715,1780535,0
0,1,34,0,703,0.8521,60,1160000.0,1122750.1,0.018756801,1985941,0
1,0,30,1,726,0.7959,72,2809135.0,1549320.38,1.171294071,1075575,0
0,1,45,0,879,0.9,60,8030649.0,1558459.79,3.606506238,1794587,0
0,0,48,0,855,0.9,48,3197635.0,2308520.82,0.590318545,1506160,0
0,0,33,0,665,0.4845,60,1502841.0,818581.12,0.494040278,1385029,0
1,0,39,0,762,1.0164,72,3037864.0,1504210.77,0.834569906,1837657,0
1,1,34,0,834,0.2315,60,0.0,3886258.45,-7.513932429,517207,0
0,1,48,0,816,0.5437,60,4592785.0,1545591.71,2.034020992,1498113,0
0,0,31,0,817,1.0,60,1951135.0,2684737.94,-0.259864408,2823022,0
1,1,75,1,782,0.2677,60,3957352.0,1006430.47,6.434897063,458581,0
0,1,47,1,880,0.2622,72,5421638.0,3366054.81,2.637060249,779498,0
0,1,30,0,810,0.8358,60,2921136.0,1439940.93,1.039032648,1425552,0
1,1,31,1,785,0.8049,60,0.0,2641570.96,-1.531475992,1724853,0
1,1,59,1,680,1.0,60,2726000.0,2536963.19,0.11816418,1599781,0
1,1,29,1,722,0.9,72,2400485.0,1255494.85,0.564457204,2028480,0
0,1,58,1,732,1.0,60,11652000.0,705801.86,1.897351788,5769198,0
1,1,60,1,750,0.1037,12,0.0,592424.4,-0.813385433,728344,0
0,1,43,1,692,0.3686,84,8422334.0,563513.55,11.05639672,710794,0
0,1,54,0,771,0.8427,60,6609858.0,825368.59,2.179859938,2653606,0
1,1,66,1,732,1.0201,60,3562868.0,2794200.77,0.307446846,2500163,0
0,1,39,1,719,0.5106,60,8023443.0,3190799.05,5.650609184,855243,0
0,0,65,1,882,0.2675,48,6437684.0,1422111.05,3.929818983,1276286,0
1,1,33,1,733,1.0,60,1852002.0,1070740.18,0.3058898,2554063,0
1,0,48,0,801,1.0,60,1604161.0,994054.84,0.399150128,1528513,0
1,1,27,1,602,0.4937,72,1699729.0,914366.7,0.982164492,799624,0
1,0,40,1,707,0.8382,60,1867670.0,849357.43,0.602120712,1691210,0
0,0,27,1,793,0.8855,60,2053081.0,1650308.65,0.206289152,1952465,0
0,1,56,0,747,1.0,60,2161688.0,917572.75,0.749485981,1659958,0
1,0,39,1,702,1.0,60,1331299.0,571364.63,0.389197789,1952566,0
1,1,53,1,983,0.5,72,29029482.0,1619559.16,19.65264891,1394719,0
0,0,48,1,702,0.8,72,1160000.0,882268.3,0.171750699,1617063,0
1,0,23,1,608,0.5077,60,1160000.0,560223.28,1.230571218,487397,0
1,0,41,1,727,0.5146,60,2855520.0,1973849.36,1.153720162,764198,0
0,1,50,1,837,0.3897,36,6847209.0,2259473.43,4.16039253,1102717,0
0,1,49,0,800,0.8901,60,2431394.0,997014.23,0.632441185,2268005,0
0,1,33,1,734,0.4996,72,0.0,2264056.29,-1.369579687,1653103,0
1,1,26,0,738,1.0,60,1160000.0,828187.35,0.125201643,2650226,0
0,1,71,0,800,0.6273,48,2426406.0,1370655.52,0.362192965,2914884,0
0,1,68,0,876,1.0113,60,1664320.0,1169994.32,0.180325539,2741296,0
0,1,37,1,838,0.5,60,6554972.0,4364605.84,1.714396535,1277631,0
0,1,51,0,980,1.0,60,4686007.0,1459001.0,1.998615155,1614621,0
0,1,43,1,805,0.8165,60,2187764.0,2164738.7,0.009634263,2389939,0
1,0,70,1,784,0.52,84,2141280.0,1176861.68,1.031989924,934523,0
1,1,37,1,601,1.0,60,0.0,1652892.52,-0.924364155,1788140,0
0,1,64,1,944,0.4737,60,5192121.0,2827755.05,0.917221524,2577748,0
0,0,28,1,782,1.0,60,1255815.0,1045093.48,0.185563392,1135577,0
0,1,48,0,689,0.1149,12,1345583.0,601006.78,0.788867167,943855,0
1,1,47,1,717,0.7115,60,1160000.0,1315401.46,-0.075920768,2046890,1
1,0,32,1,782,0.924,72,1160000.0,705536.45,0.367048403,1238157,0
1,0,48,0,817,1.0,48,2515690.0,1576352.34,0.821257287,1143780,0
0,1,70,0,943,0.5,36,2462400.0,1925007.91,0.295884909,1816220,0
0,1,40,1,785,0.8783,60,1160000.0,1320864.75,-0.108046674,1488845,0
0,0,63,0,758,0.8358,60,1301379.0,660761.16,0.411205744,1557901,0
0,1,30,0,706,1.0,48,1160000.0,1467651.44,-0.146990093,2093008,0
1,1,45,1,884,1.0,60,3061391.0,1398935.36,0.956415426,1738215,0
1,1,49,0,748,1.0,60,34800000.0,16987296.34,2.560324311,6957206,0
1,1,35,0,832,1.0,60,9399175.0,3605547.95,2.396582127,2417454,0
0,1,40,1,799,0.7474,60,12065418.0,7141719.54,1.18044099,4171067,0
1,1,71,0,928,0.6414,60,8767664.0,2999092.69,4.801760785,1201345,0
1,1,57,1,762,0.5,72,7336659.0,3365144.98,2.585550408,1536042,0
1,1,33,0,857,0.6677,60,4779500.0,2602853.03,2.220998081,980031,0
1,1,35,0,703,1.0,60,2326693.0,2269821.22,0.020906575,2720282,0
1,1,37,1,683,0.8688,60,1568222.0,1011920.89,0.315013426,1765960,1
1,1,30,1,724,1.0,60,1414960.0,1004736.99,0.219524026,1868693,0
0,0,27,0,813,0.7042,48,1595508.0,518153.48,1.491181147,722484,0
0,0,50,1,874,0.861,72,8253510.0,5318497.07,1.132527922,2591559,0
0,0,30,0,769,0.6804,48,4758362.0,1877550.98,4.262437517,675860,0
0,1,69,1,833,0.8,60,8419059.0,1779799.35,1.619550459,4099446,0
1,0,27,0,721,1.0,72,2179702.0,1052687.05,0.495995975,2272226,0
1,1,63,1,912,0.5,72,17317352.0,1529787.16,10.35489844,1524647,0
0,1,49,0,855,0.3379,48,2272439.0,1379800.22,1.39617481,639346,0
0,1,45,1,800,0.6666,36,11367156.0,3798338.7,2.276404493,3324900,0
1,1,43,0,726,0.35,60,3490894.0,2011262.13,2.224782834,665068,0
0,1,53,1,800,0.5394,72,2150039.0,780109.23,1.022012266,1340424,0
1,0,30,1,755,0.9147,60,2152694.0,1421179.39,0.295029333,2479464,0
1,1,51,1,923,1.0,60,5734634.0,2532821.0,1.233791286,2595101,0
1,0,49,0,686,0.5175,72,9952401.0,3737877.2,6.106649831,1017665,0
1,1,64,0,665,1.0,60,0.0,3612405.38,-1.668966881,2164456,0
1,1,31,0,815,0.6666,48,2424720.0,1182333.34,0.970625194,1279986,0
0,1,41,0,790,0.7992,60,4136965.0,1328691.44,1.786605176,1571849,1
1,1,34,0,837,1.0,60,1526232.0,909124.38,0.402500691,1533184,0
0,1,56,1,612,1.0114,60,11777713.0,3973082.96,2.224559803,3508393,0
1,0,25,1,792,0.9184,60,2025444.0,1014179.53,0.718969555,1406547,0
1,1,24,0,741,1.0,60,1370753.0,866322.4,0.279957398,1801812,1
1,1,26,0,654,0.6847,60,1175311.0,659830.61,0.295905833,1742042,0
1,0,39,1,756,0.6909,48,3781072.0,2699163.41,0.87330276,1238870,0
1,1,40,1,878,1.0,60,1376880.0,1165748.81,0.089337296,2363304,0
0,1,32,1,696,0.6896,60,6092288.0,2068440.93,1.799003388,2236709,0
0,1,36,1,728,0.8245,60,3459086.0,2477658.29,0.778775522,1260219,0
1,1,53,1,789,1.0154,60,3898071.0,972552.24,1.202450987,2432963,0
0,1,37,0,765,0.94,60,4377003.0,2905088.12,0.698235941,2108048,0
1,1,60,1,906,0.3788,72,23065059.0,4103077.86,16.16924527,1172719,0
0,1,45,1,724,0.5,72,2955360.0,2471188.34,0.304572159,1589678,0
0,0,70,0,724,0.3771,60,1669775.0,480979.68,3.883162726,306141,0
1,0,37,0,763,1.0,72,1160000.0,843738.98,0.230051013,1374743,0
1,0,41,0,770,0.8155,72,2036000.0,1767544.38,0.279980163,958838,0
1,0,30,1,859,1.0,60,1747721.0,1075925.79,0.423493938,1586316,0
0,1,50,0,848,0.4898,60,3201569.0,878479.79,1.753783142,1324616,0
0,0,28,1,713,0.6071,60,1195990.0,3640052.0,-1.642222319,1488265,0
1,0,55,1,999,0.4478,48,7967345.0,2358822.34,6.332819942,885628,0
0,0,60,0,697,0.8,60,5691840.0,1596022.84,3.938111545,1040046,1
0,1,48,1,555,1.0,84,3097865.0,567821.62,1.277201079,1980928,1
1,1,39,0,604,1.0,83,1160000.0,1124106.56,0.016487199,2177049,0
1,0,72,0,729,1.0,84,1893323.0,1062547.59,0.507831901,1635926,0
1,1,33,1,749,1.0,60,1268049.0,978697.57,0.176231884,1641879,0
1,1,28,1,728,1.0,83,4121740.0,844589.79,1.580617802,2073335,0
1,1,38,1,725,1.0,83,5564751.0,1284487.72,2.0012499,2138795,0
0,0,49,1,829,0.91,72,2016801.0,4972944.03,-0.272195074,10860384,1
1,1,65,1,966,0.7988,60,6639370.0,2341693.1,2.980678852,1441845,0
0,1,24,0,746,0.8711,60,1291251.0,615875.32,0.338109801,1997504,0
1,1,43,0,826,1.0,60,2017449.0,1182004.36,0.33922746,2462786,0
1,0,22,1,778,1.0,60,1230950.0,928921.63,0.288780562,1045875,0
1,0,25,1,772,0.9756,48,1680588.0,788907.04,0.704195855,1266240,0
0,1,44,0,769,0.8131,60,7337040.0,2936647.76,1.857098947,2369498,0
0,0,47,0,807,0.7794,60,1160000.0,737701.88,0.26217028,1610778,0
1,1,44,1,683,0.5,72,0.0,2282699.47,-1.413181569,1615291,0
1,1,37,1,859,0.4,72,3966000.0,1516101.38,1.890944794,1295595,0
1,0,53,1,799,1.0,60,1192836.0,1076812.8,0.088569221,1309972,0
1,0,58,0,732,1.0,72,2862354.0,1247577.44,1.007843266,1602210,1
0,1,62,1,736,0.4226,60,1368240.0,977731.55,0.273743837,1426547,0
1,1,25,0,794,1.0,60,1366087.0,1670609.88,-0.107196963,2840779,1
1,1,24,0,800,0.9511,60,3778546.0,1553910.28,1.499576828,1483509,0
0,1,32,1,783,1.0,60,13347840.0,4140229.05,1.698246562,5421834,0
1,1,52,0,877,1.0,60,20999093.0,9300613.44,2.701459731,4330429,0
0,1,54,0,937,1.0,48,2191101.0,1643686.99,0.285427069,1917877,0
1,1,67,1,693,0.7751,60,1295533.0,443614.1,0.556090456,1531979,0
0,1,31,1,780,0.5,60,11760187.0,3309406.99,4.954519371,1705671,0
0,0,67,1,672,0.4737,72,1576658.0,585447.27,0.794394681,1247756,0
1,0,51,0,619,0.7632,60,1637325.0,1258730.28,0.382345916,990189,1
0,1,62,1,748,0.75,72,11065499.0,880157.35,3.780590446,2694114,0
1,1,28,1,678,1.0,60,1160000.0,827771.65,0.205632787,1615639,0
1,0,69,1,749,1.0,84,2623164.0,1564891.51,0.831843781,1272201,0
1,1,37,1,943,1.0,60,5439464.0,2038295.96,1.283263516,2650405,0
1,0,28,1,726,0.9945,72,1160000.0,716219.89,0.37892129,1171167,0
0,1,39,0,611,1.0097,60,7762001.0,1778129.51,1.817052937,3293174,0
0,1,59,0,674,0.5775,60,1160000.0,2582226.85,-1.247733777,1139848,0
0,1,56,1,789,0.6858,60,3498490.0,2411308.69,0.804777605,1350909,0
1,0,40,1,677,0.9429,72,5205200.0,3411136.65,1.719349038,1043455,0
1,0,63,0,615,0.625,48,2134830.0,1127735.67,1.666116855,604456,0
1,1,32,1,665,1.0294,60,1160000.0,1360556.07,-0.104364533,1921688,0
0,0,55,0,897,0.8683,48,4273693.0,841709.15,3.354704869,1023036,0
0,1,52,0,943,1.0,60,10474796.0,5015042.42,1.523122257,3584580,0
1,0,54,0,734,1.0,84,0.0,2871035.87,-2.185206595,1313851,0
1,0,46,0,748,0.4939,60,34800000.0,11819904.3,19.84075289,1158227,0
0,0,35,1,909,0.2752,60,1262144.0,771393.46,1.123618609,436759,0
1,1,60,0,999,0.4943,36,8561363.0,5560955.14,2.229525049,1345761,0
1,0,50,0,885,0.5758,72,3737573.0,1882140.23,1.780054579,1042346,0
0,1,60,0,815,0.4264,36,10119052.0,3167093.89,4.837107146,1437214,0
1,0,21,1,620,1.0086,72,1778880.0,2372245.67,-0.346243225,1713725,1
1,1,53,1,631,1.0,60,1643837.0,1260937.35,0.175162033,2185974,0
0,0,38,1,709,1.0,48,1582319.0,777800.35,1.060374226,758712,0
1,1,31,1,763,0.8869,60,1264800.0,1686755.53,-0.210944647,2000314,0
1,1,43,1,595,0.3473,72,0.0,517971.39,-0.463729008,1116970,0
1,1,48,0,858,0.5034,60,5143390.0,3238463.43,1.914780028,994854,0
0,1,33,0,795,0.8941,60,4823849.0,2482911.51,1.492575492,1568388,0
1,0,29,1,836,1.0,72,1818464.0,843776.66,0.686323653,1420157,0
0,1,53,0,710,1.0,60,5197778.0,2645936.29,1.528283204,1669744,0
1,1,28,1,781,1.0105,60,3202234.0,990881.3,0.921221159,2400458,1
1,1,45,0,806,1.0,60,1449926.0,556157.93,0.474482298,1883670,0
1,1,32,1,680,1.0,60,1214313.0,818650.0,0.207030919,1911130,0
1,1,41,0,776,1.0,60,3201565.0,2014011.31,0.579321612,2049904,0
0,1,41,1,797,1.0,48,3296268.0,4313805.99,-0.190736958,5334771,0
1,0,32,1,746,0.9286,60,1213761.0,1468988.93,-0.125527633,2033241,0
0,1,36,0,896,1.0,60,1662031.0,1669431.12,-0.004310375,1716816,0
0,1,50,0,785,0.2668,24,1160000.0,603513.55,0.502809522,1106754,0
0,0,52,0,872,1.0,72,1550640.0,549349.54,0.733645019,1364816,0
1,1,30,0,749,1.011,60,3021360.0,2126904.99,0.520665257,1717908,1
0,1,61,0,811,1.0113,60,2206100.0,1005826.05,0.417285278,2876387,0
0,1,61,0,726,0.6296,60,4176589.0,2609901.47,0.732007015,2140263,0
1,1,58,0,891,0.888,60,19884843.0,5771469.33,6.323589897,2231861,0
0,1,53,0,953,1.0,48,4539360.0,2998776.42,0.361313308,4263844,0
0,1,32,0,702,0.6982,60,1528080.0,680990.46,0.726193562,1166479,0
1,1,56,0,712,0.8128,60,1805140.0,1052150.16,0.506127614,1487747,0
1,1,33,0,778,1.0101,60,2712724.0,1778380.93,0.468573272,1994017,0
0,1,28,1,831,1.0,60,3477275.0,1320622.21,0.636462385,3388500,0
0,1,39,1,729,0.5937,48,4938445.0,2251172.99,0.930945526,2886605,0
0,1,60,0,803,0.5,60,3602468.0,807515.99,0.876232471,3189738,0
0,1,45,0,677,0.442,60,0.0,1985060.32,-1.834565415,1082033,0
1,0,53,1,856,0.7396,60,1379024.0,1115877.96,0.126982293,2072305,0
1,1,34,1,681,0.5,72,0.0,2039686.5,-1.276712748,1597608,0
1,0,43,0,778,0.8333,60,1269429.0,1467940.06,-0.092005454,2157601,0
0,1,52,1,756,0.5253,36,1425267.0,626694.01,0.516963388,1544738,0
0,1,49,1,806,1.0,36,31112416.0,8153487.97,4.27526786,5370173,0
0,0,27,1,755,0.4286,60,2898947.0,3254963.5,-0.402705809,884061,0
1,1,47,0,914,0.5385,60,1915673.0,1270022.15,0.501208169,1288189,0
1,1,43,1,847,1.0,60,1833336.0,1025335.95,0.291831728,2768719,0
0,1,58,0,843,0.2398,36,2516491.0,762525.63,2.789482727,628778,0
1,1,51,0,861,0.362,60,3399617.0,773400.05,2.652045218,990261,0
1,0,33,1,739,0.9285,60,1463500.0,1690998.09,-0.157133101,1447805,0
0,1,33,0,800,0.7778,60,7723693.0,5505847.32,0.5995409,3699240,0
0,1,40,1,723,1.0,60,10846464.0,2950454.26,3.484031208,2266343,0
0,1,52,1,769,0.8902,48,4759926.0,2562228.5,0.847151226,2594221,0
0,1,43,1,738,0.4427,60,2535200.0,2291640.93,0.202269747,1204130,0
0,1,65,0,798,0.5689,60,1656867.0,710013.93,1.034921811,914903,0
1,1,32,0,788,0.8156,60,7319120.0,4773409.1,1.265322982,2011906,0
1,1,41,0,906,0.3709,60,2419588.0,1254197.66,2.150654743,541877,0
0,1,29,1,792,0.5,48,5463213.0,4078704.87,0.76600842,1807432,0
0,0,61,0,805,1.0,60,3248648.0,1370838.2,1.837540109,1021915,1
1,1,56,1,676,0.5691,60,16289294.0,9582502.86,7.724804501,868215,0
0,1,28,0,781,1.0,60,2773920.0,3677934.76,-0.26091496,3464787,0
1,0,29,0,661,1.0,84,3012840.0,536016.42,1.806276093,1371232,0
1,1,30,1,739,1.0,60,1218240.0,2037221.88,-0.459963932,1780535,0
1,1,55,1,908,0.7247,48,4194748.0,2796518.35,0.578541079,2416820,0
0,1,56,1,820,0.9592,60,6050409.0,2399875.61,1.954182136,1868062,0
1,1,39,0,842,1.0,60,2247313.0,1434893.31,0.437524101,1856857,0
1,0,33,1,652,1.0,48,5815829.0,2967516.12,2.249425764,1266240,0
0,1,49,1,649,0.2381,24,1703641.0,665351.33,0.859219694,1208410,0
0,1,61,0,931,0.463,60,4036606.0,774041.2,2.501504553,1304241,0
1,1,40,0,880,0.4036,36,7774472.0,3779529.54,2.569679824,1554646,0
0,1,31,1,707,1.0,60,9507600.0,2273809.96,3.48782122,2074014,0
1,1,51,0,653,0.6526,60,1744570.0,884616.07,0.554230799,1551617,0
1,0,49,1,786,1.0,60,1845509.0,649576.07,1.091677709,1095500,1
0,1,40,0,771,0.8856,60,1292793.0,674941.2,0.154878955,3989256,0
0,1,32,0,673,0.8935,60,4038140.0,1373206.65,1.613379427,1651771,0
0,1,54,1,803,1.0,60,4714163.0,1254576.72,1.84042769,1879773,0
1,1,59,0,821,0.5274,60,11151453.0,4885850.27,4.539663518,1380191,0
0,1,63,1,796,1.0,60,5003820.0,2469746.05,1.000834673,2531961,0
1,1,39,1,867,0.7719,60,5157852.0,4245499.66,0.238352123,3827750,0
1,1,55,1,828,1.0178,60,3109398.0,2166524.22,0.487577661,1933792,0
1,0,27,0,799,1.0,72,1639388.0,773654.38,0.644613712,1343027,0
1,0,58,1,838,0.7996,72,2155779.0,2455575.93,-0.243659885,1230391,0
0,1,40,0,873,0.8304,60,2091662.0,1927901.62,0.088497024,1850462,0
1,1,30,0,788,1.0,60,1762461.0,1714812.8,0.027542774,1729971,0
0,0,31,1,801,0.3788,72,0.0,1701521.13,-1.598034043,1064759,0
0,1,51,1,787,0.9,60,20356856.0,1613691.51,6.609079529,2835972,0
1,1,65,1,792,1.0,60,3100131.0,592704.76,1.319945337,1899644,0
1,1,59,0,803,0.733,60,0.0,2378250.0,-1.033431784,2301313,0
1,1,41,1,778,0.5858,60,1866253.0,1762130.22,0.071092253,1464615,0
1,1,25,0,788,1.0,60,1263572.0,698212.8,0.331044546,1707804,0
0,0,33,1,778,0.8155,48,1880755.0,807095.4,1.527525662,702875,0
1,1,25,1,665,1.0,60,1209154.0,1062512.49,0.086239522,1700398,0
1,0,36,1,743,1.0076,72,2422474.0,2127723.32,0.154954962,1902170,0
0,1,32,1,686,0.8032,60,4742880.0,2777215.81,0.879784676,2234256,0
1,0,43,1,708,1.0,72,6023927.0,2110729.95,1.787522166,2189174,0
0,0,55,1,726,0.1667,36,1160000.0,1908471.39,-1.739918987,430176,0
0,1,44,0,712,1.0,60,4910079.0,2327811.66,1.260221692,2049058,0
0,0,46,1,776,0.7036,60,2234048.0,1907011.16,0.246028324,1329265,0
1,1,60,0,764,0.5833,60,1160000.0,618300.72,0.482865069,1121844,0
1,1,38,1,793,1.0,60,7948368.0,5327313.28,1.361526041,1925086,0
0,1,46,0,822,1.0102,60,1767287.0,1518529.58,0.154512801,1609947,0
0,1,41,1,797,0.5,60,9885360.0,2264372.81,3.501133444,2176720,0
1,0,31,0,848,1.0,84,1160000.0,930593.8,0.1797881,1275981,0
1,1,49,1,970,0.481,60,9368119.0,5061164.42,2.080699187,2069955,0
0,0,33,1,837,0.8669,72,2663478.0,961957.71,1.047389124,1624535,0
1,1,34,1,686,1.0304,60,1160000.0,1074311.37,0.054723536,1565846,0
0,1,46,1,654,0.6338,60,1160000.0,1468453.79,-0.249057147,1238486,0
0,1,64,1,646,0.5194,60,1654634.0,836177.51,0.704594086,1161600,0
0,1,38,1,776,1.0,60,3333782.0,1362497.4,0.972933358,2026125,0
